reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AOGJD9K1UN63X,B001DW6RJC,G. L. Simms,"[2, 2]","I love this little device!I'm an amateur musician so I'm on and off on playing. I play enough I need to know theory, but not so often I don't forget the specifics.This gizmo lets me refresh all of those pesky details with the slide of a tab.I don't believe this is a tool to teach people music theory, but it is a wonderful reference once you know what you're looking for.For example, I'm playing with the harmonica now. Simple little instrument right? Well that simple little instrument has you thinking about major, minor, major pentatonic, minor pentatonic, and blues scales in 12 different keys! One section of this wheel lists all of these different scales. Rotate the dial to the key you're interested in and the individual notes for each of these scales in the key you've selected appears. Nice.Although I play guitar, I find the other side of the wheel less helpful. Yes it does show you how to play diatonic chords (MmmMMmD)but they are barre chords based upon the ""E"" chord. If you understand the formation of an E barre chord and its family (E, Em, E7, Esus, Esus4, etc), this may not be so helpful. I really don't use E barre chords much beyond the 7 fret as I usually switch to the ""A"" type barre chord based off of the 5th string so my hand has much less distance to travel. I've not found anything to support these ""A"" type barre chords nor the others: D, G, C.I find the music theory side of the wheel worth the price and the disillusionment with the guitar side my be due to my ignorance.",4,Lots of Information in a Small Space,1383609600,"11 5, 2013"
A15N5RY4YGRQRQ,B001DW6RJC,Howard J. Herman,"[2, 2]",Tons of useful information on this wheel. My only criticism is that the accompanying manual could be far more exhaustive and more clearly written. Seems like reasonably durable construction. Compact enough to stow it in a guitar case.,4,Good learning experience,1356998400,"01 1, 2013"
A3MXU3CH4BJ465,B001DW6RJC,J.A,"[1, 1]","The only complaint that I have is the instructions they are kind of shallow, if you have musical theory background you should not have much trouble, I'm no expert I have a some knowledge beyond basic, and it's really helpfull to take some reference learning new things, visualize quickly chords, scales, mayor and minor scales, you can view there relationship it's a great tool to learn, if you have deep knowledge maybe you dont need it. For complete begginers it might be difficult to start without reading and taking time to study. This is a great complement to study theory.",5,Great item for learning,1332979200,"03 29, 2012"
A27KQGXAU8Z7OT,B001DW6RJC,Josiah Springman,"[0, 0]",A good tool for study and applying to your music. Keep on hand to help understand theory. Also great for those starting out learning an instrument.,5,Good tool.,1366848000,"04 25, 2013"
A1FJBWP2R3NSH4,B001DW6RJC,LJS,"[4, 4]","This is a fantastic product that is well made. The plastic is heavy duty and comes with a plastic cover that must be removed before use. This ensures that the wheel you get is in perfect condition.The tool is extremely useful. I have just started playing with a band, and it is very common for band members to call out a song and the key that it is in. With the wheel, I immediately know what chords to choose from. I also know what notes are in each chord. In addition, it has a note by note image of the entire fretboard so that you can see where the roots are for the scale you are playing.The wheel is also invaluable for switching keys. For example, say you're playing the I, IV, and V chords in the key of C., but your lead singer is having trouble and would rather sing it in Bb. All you need to do is dial the wheel to Bb, find out the new I, IV, and V chords, and start playing. The wheel makes chord transposition a breeze.I feel that the negative reviews you are seeing are unfair. This is a very useful product at a fair price.No, I am not affiliated with the company at all. I'm just a band member newbie who appreciates this tool.In my opinion, this is a five star product.",1,Counter to These Negative Reviews,1395792000,"03 26, 2014"
A396ELNTQDFYPO,B001DW6RJC,Mark King,"[1, 1]","I'm a songwriter who is always looking for compatible chords. This wheel has made if fun to find chords that work well together, its quick and easy to use.",4,Good for Songwriter,1400544000,"05 20, 2014"
A2CARFAX5FNQT9,B001DW6RJC,McEldoy,"[1, 1]","This educational device is truly an asset to all musicians, especially guitar players.  Because it gives complete scales, and notations at a moments glance I find it extremely helpful when my hands are busy, but my mind is wandering.",4,"For quick reference, just turn the wheel",1339718400,"06 15, 2012"
A6OLPMJ9HH4IP,B001DW6RJC,"M. C. Malkemus ""MS""","[0, 0]","I'd suggest that this is not for beginners. More for the intermediate musician. It is not something you are going to understand at first. The learning curve is moderate. Other than that, quite useful and durable.",5,Excellent tool,1403481600,"06 23, 2014"
AAGD3GA9ZVPLQ,B001DW6RJC,mike n ike,"[0, 1]","I am confused by this hellish portal of confusion. Looking at it makes me ill - I feel like it's laughing at me, with its indecipherable scribbles.",3,It's a diabolical reference thingie-ma-doodle for the geniuses among us.,1397779200,"04 18, 2014"
A3NTAQ473SV08U,B001DW6RJC,modbantam,"[1, 4]","I am self taught, and this pup is essential for tune writing, finding quickie relative minors and such.If you want to understand any theory, start here after learning basic chords.This is how basic chords relate to each other.Yeah, Baby. If you're boss, you need the Info.-Austin Powers?",5,Dumb Ass Manditory,1360713600,"02 13, 2013"
A3SH7VETIJJ7LA,B001E3BSKS,Hayden,"[3, 3]","Let me start of by saying this tuner is great.My previous tuner was a Korg CA-40 and frankly, that tuner is terrible.The main differences between SAT800 and the CA-40:SAT800 has a build-in light, CA-40 does not.CA-40 has a build-in stand at the back to prop it up to a 45deg angle, SAT800 does not.SAT800 has a auto and manual mode, CA-40 has auto.SAT800 displays the octave of the note, e.g. 1E, 2E, etc, CA-40 displays only displays the alphabet, E for all oactaves.SAT800 has a numerical display for the cents off, CA-40 does not.What made me get a new tuner is how finicky the CA-40 when using the build-in mic. The needle on the graph just jumps all over the place from the harmonics of the guitar and that has nothing to do the sensitivity or accuracy of the tuner. Yes, it is accurate but so are many of the tuners out there that do not have such a poor usability. Another issue with the CA-40 is the poor screen. The screen is so dark and only viewable head on.The CA-40 does not have any of the flaws of the CA-40 and is even more accurate.What this tuner has: accuracy, usability, durability, versatility. What more can you ask from a tuner of this price?",5,Miles better than the Korg CA-40,1352592000,"11 11, 2012"
A3GH47E9FF8WN1,B001E3BSKS,"K. Beach ""KRB""","[12, 12]","Over the years, I've literally owned dozens of electronic tuners...generally five or six at a time in various locations...ranging from a $12 Musiciansfriend promotional item to a $200 rack mount. Most have been in the $30 range from Sabine, Yamaha, Korg, and Seiko. The Seiko SAT800E is my all time favorite because, like Mama Bear in the fairy tale, it affordably splits the difference between ""too small"" and ""too big"". It stays put on the floor when I run it inline between my guitar/bass/uke and my amp and its LCD display is large enough to be legible when I'm standing. At the same time, it neatly fits in my ukulele case. Beyond that, it simply does what good electronic tuners do, accurately and without fanfare. Bravo.",5,A Cut Above Most,1314748800,"08 31, 2011"
A3OA4DV4L81N1D,B001E3BSKS,"P.K. Frary ""Gochugogi""","[2, 2]","I teach class guitar in a community college and bought the SAT800 to loan to students during class. I selected it for the rubber bumpers and beefy build, expecting anything in this day and age to nail pitch quickly and accurately. And, indeed, it tunes acoustic and classical guitars without filching. Oddly, in one year of use, nobody has dropped it so the bumpers also provide a sure grip in hand and on music stand. My prior smooth plastic Seiko cost four times as much as the SAT800 but managed to hit the deck several times a week. Amazingly it still works perfectly but was not well suited for butterfingered students. However, the display was larger and sported colored note names, so it was more intuitive for beginner use.The built-in mic works fine in a quiet room but is useless in a classroom full of guitars (as are all built-in tuner mics). You need to use a tuner pickup and all is well (I use a Korg tuner pickup). If I were to nick pick I'd have to say the letter name of the pitch is way too small on the LCD. It's tucked in the far right corner in 12 point type and positioned just after the octave number. A lot of students can't read or notice such small type. Also the octave number immediately in front of the letter confuses many beginners as they assume it is the string number (doesn't matter how many times I explain that it isn't). Finally, it is too easy to accidentally recalibrate the pitch. Nearly every week somebody inadvertently sets it to A435 or whatever and causes a bunch of other students to be out of tune. A lock button or some other safety would be a smart design upgrade. Most of these nick picks don't apply to pros or advanced players but are something to consider if you're a novice.Add a calibrate safety feature and double the pitch name size and this would be a 5 star product. Right now it's a mere 4.5!",4,Accurate & tough,1346198400,"08 29, 2012"
